accession	tax_id	scientific_name	base_count	description
AB261139	66368	Drosophila guttifera	845	Drosophila guttifera Adh gene for alcohol dehydrogenase, partial cds.
AB932657	30031	Drosophila ornatifrons	824	Drosophila ornatifrons Adh gene for alcohol dehydrogenase, partial cds.
AB932665	119223	Drosophila orientacea	857	Drosophila orientacea Adh gene for alcohol dehydrogenase, partial cds.
AB932675	95625	Drosophila subpalustris	849	Drosophila subpalustris Adh gene for alcohol dehydrogenase, partial cds.
M37262	7262	Drosophila affinidisjuncta	3886	D.affinidisjuncta alcohol dehydrogenase (adh) gene, exons 1-4.
U95253	7260	Drosophila willistoni	1172	Drosophila willistoni W3L alcohol dehydrogenase (Adh) gene, complete cds.
X57375	7245	Drosophila yakuba	975	Drosophila yakuba (individual k) Adh gene for alcohol dehydrogenase
AB033643	7221	Drosophila funebris	711	Drosophila funebris Adh mRNA for alcohol dehydrogenase, partial cds.
AB932649	106246	Drosophila brachynephros	1100	Drosophila brachynephros Adh gene for alcohol dehydrogenase, partial cds.
U26846	7244	Drosophila virilis	13087	Drosophila virilis alcohol dehydrogenase (Adh-1) gene, complete cds.
U76468	54075	Drosophila eohydei	899	Drosophila eohydei alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
X57369	7245	Drosophila yakuba	975	Drosophila yakuba (individual e) Adh gene for alcohol dehydrogenase
AB033641	30041	Drosophila polychaeta	711	Drosophila polychaeta Adh mRNA for alcohol dehydrogenase, partial cds.
AB932656	7221	Drosophila funebris	845	Drosophila funebris Adh gene for alcohol dehydrogenase, partial cds.
AB932658	66368	Drosophila guttifera	845	Drosophila guttifera Adh gene for alcohol dehydrogenase, partial cds.
AB932667	7283	Drosophila phalerata	822	Drosophila phalerata Adh gene for alcohol dehydrogenase, partial cds.
AF260697	7231	Drosophila mulleri	463	Drosophila mulleri alcohol dehydrogenase-related protein gene, partial cds.
EU532131	529088	Drosophila tropicalis tropicalis	560	Drosophila tropicalis tropicalis alcohol dehydrogenase (Adh) gene, partial cds.
KM016466	7240	Drosophila simulans	476	Drosophila simulans isolate KY03 alcohol dehydrogenase-related gene, intron.
LC578831	95623	Drosophila palustris	706	Drosophila palustris Adh gene for alcohol dehydrogenase, partial cds.
EU532132	529087	Drosophila tropicalis cubana	590	Drosophila tropicalis cubana alcohol dehydrogenase (Adh) gene, partial cds.
U95255	7260	Drosophila willistoni	1174	Drosophila willistoni Atlixco alcohol dehydrogenase (Adh) gene, complete cds.
U26840	40369	Drosophila lacicola	957	Drosophila lacicola alcohol dehydrogenase (Adh-2) gene, complete cds.
X57373	7245	Drosophila yakuba	975	Drosophila yakuba (individual i) Adh gene for alcohol dehydrogenase
AB154542	30033	Drosophila kikkawai	683	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh01.
AB154550	30033	Drosophila kikkawai	686	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh09.
AB154556	30033	Drosophila kikkawai	686	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh15.
AY095949	7283	Drosophila phalerata	430	Drosophila phalerata isolate pha3 alcohol dehydrogenase (Adh) gene, partial cds.
AY335197	46791	Drosophila sucinea	781	Drosophila sucinea clone Dsuc3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471615	381448	Drosophila angor	711	Drosophila angor strain E132 alcohol dehydrogenase (Adh) gene, partial cds.
EU532127	46793	Drosophila paulistorum	587	Drosophila paulistorum from Guyana alcohol dehydrogenase (Adh) gene, partial cds.
JX455218	7240	Drosophila simulans	480	Drosophila simulans isolate HW49 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976502	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_Anton_2_Principe alcohol dehydrogenase (Adh) mRNA, complete cds.
U95261	7260	Drosophila willistoni	1172	Drosophila willistoni Manaus I alcohol dehydrogenase (Adh) gene, complete cds.
AF201430	7240	Drosophila simulans	480	Drosophila simulans isolate HW00 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284475	7226	Drosophila mauritiana	701	Drosophila mauritiana strain 152 alcohol dehydrogenase (Adh) gene, partial cds.
AF284479	7226	Drosophila mauritiana	703	Drosophila mauritiana strain Lig74 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471650	311475	Drosophila yunnanensis	711	Drosophila yunnanensis strain 244 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110510	7271	Drosophila nebulosa	794	Drosophila nebulosa isolate D_nebu_c2 alcohol dehydrogenase (Adh) gene, partial cds.
X78917	7227	Drosophila melanogaster	96	D.melanogaster Adh gene (fn46 mutant) for alcohol dehydrogenase (partial)
AB154560	30033	Drosophila kikkawai	683	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh19.
AY095944	126591	Drosophila curvispina	443	Drosophila curvispina isolate cur4 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471651	119604	Drosophila lacertosa	711	Drosophila lacertosa strain 239 alcohol dehydrogenase (Adh) gene, partial cds.
EU532130	46793	Drosophila paulistorum	588	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.
HQ110509	7271	Drosophila nebulosa	794	Drosophila nebulosa isolate D_nebu_c1 alcohol dehydrogenase (Adh) gene, partial cds.
JX455217	7240	Drosophila simulans	480	Drosophila simulans isolate HW48 alcohol dehydrogenase (Adhr) gene, intron 1.
KX375415	125945	Drosophila biarmipes	1022	Drosophila biarmipes strain IND_DBR_U4 alcohol dehydrogenase (Adh) gene, complete cds.
KX976498	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_SanTome_city alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976517	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_3_2 alcohol dehydrogenase (Adh) mRNA, complete cds.
M22210	7227	Drosophila melanogaster	2075	D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds.
M60979	7237	Drosophila pseudoobscura	3481	Drosophila pseudoobscura (strain AH43) alcohol dehydrogenase (adh) gene, complete cds.
M62851	7277	Drosophila wheeleri	924	D.wheeleri alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
X60112	30013	Drosophila madeirensis	3881	D.madeirensis Adh and Adh-dup genes for alcohol dehydrogenase
M62741	7263	Drosophila arizonae	909	D.arizonae alcohol dehydrogenase-2 (ADH-2) gene, complete cds.
DQ471626	30041	Drosophila polychaeta	711	Drosophila polychaeta strain X115 alcohol dehydrogenase (Adh) gene, partial cds.
JX455214	7240	Drosophila simulans	480	Drosophila simulans isolate HW05 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976487	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_SJ_1 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976488	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_SJ4 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976516	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_1_6 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976507	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_BAR_1000_2 alcohol dehydrogenase (Adh) mRNA, complete cds.
U95262	7260	Drosophila willistoni	1172	Drosophila willistoni Manaus II alcohol dehydrogenase (Adh) gene, complete cds.
U95264	7260	Drosophila willistoni	1172	Drosophila willistoni Manaus IV alcohol dehydrogenase (Adh) gene, complete cds.
X60113	7266	Drosophila guanche	4433	D.guanche Adh and Adh-dup genes for alcohol dehydrogenase
AB669832	1084812	Drosophila neoasahinai	837	Drosophila neoasahinai Adh gene for alcohol dehydrogenase, partial cds, strain: OKNH2K.
AB669866	109356	Drosophila leontia	832	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: SWB196.
AF136657	95109	Drosophila americana americana	884	Drosophila americana americana G96.36X alcohol dehydrogenase (Adh) gene, partial cds.
AF175219	7227	Drosophila melanogaster	951	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k37 allele, complete cds.
AF459757	114631	Drosophila greeni	290	Drosophila greeni alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KJ767238	7227	Drosophila melanogaster	872	Drosophila melanogaster strain Canton S alcohol dehydrogenase (Adh) gene, partial cds.
L78920	7270	Drosophila mimica	822	Drosophila mimica (strain 15292-2561.0) alcohol dehydrogenase gene, partial cds.
M97638	7250	Drosophila immigrans	3142	Drosophila immigrans alcohol dehydrogenase (Adh and Adh-dup) genes, complete cds.
AB669851	111875	Drosophila jambulina	831	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: F76.
AF459776	34677	Drosophila tsacasi	290	Drosophila tsacasi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459777	137353	Drosophila baimaii	290	Drosophila baimaii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF216311	7281	Drosophila microlabis	370	Drosophila microlabis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
L78925	7270	Drosophila mimica	822	Drosophila mimica (strain 15292-2561.5) alcohol dehydrogenase gene, partial cds.
U64530	7237	Drosophila pseudoobscura	3456	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS254 allele, complete cds.
AB669826	47315	Drosophila auraria	843	Drosophila auraria Adh gene for alcohol dehydrogenase, partial cds, strain: A662.
AB669831	1084812	Drosophila neoasahinai	838	Drosophila neoasahinai Adh gene for alcohol dehydrogenase, partial cds, strain: KMJM37.
AB669836	137068	Drosophila subauraria	842	Drosophila subauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KT4.
AB669837	137068	Drosophila subauraria	842	Drosophila subauraria Adh gene for alcohol dehydrogenase, partial cds, strain: ONM29.
AB669856	94109	Drosophila watanabei	826	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: SWB248.
AB669869	307244	Drosophila ogumai	837	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN3.
AB669871	307242	Drosophila ohnishii	844	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY309.
AB669879	7274	Drosophila serrata	839	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: Q122.
AF136662	95109	Drosophila americana americana	884	Drosophila americana americana G96.46X alcohol dehydrogenase (Adh) gene, partial cds.
AF136680	95109	Drosophila americana americana	884	Drosophila americana americana G96.21Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136690	95109	Drosophila americana americana	884	Drosophila americana americana G96.48Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136707	40372	Drosophila americana texana	884	Drosophila americana texana LP97.07 alcohol dehydrogenase (Adh) gene, partial cds.
AF175214	7227	Drosophila melanogaster	951	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h21 allele, complete cds.
AF201424	7227	Drosophila melanogaster	494	Drosophila melanogaster isolate Zimbabwe 53 alcohol dehydrogenase (Adhr) gene, intron 1.
AF459744	7246	Drosophila affinis	290	Drosophila affinis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459755	30050	Drosophila varians	290	Drosophila varians alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459773	67532	Drosophila quadraria	290	Drosophila quadraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459778	73155	Drosophila biauraria	290	Drosophila biauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459782	137077	Drosophila parvula	290	Drosophila parvula alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AM181670	103775	Drosophila gunungcola	628	Drosophila gunungcola partial adh gene for alcohol dehydrogenase, exons 1-3
EU999243	40366	Drosophila americana	845	Drosophila americana isolate FP99.45 alcohol dehydrogenase (Adh) gene, partial cds.
L78921	7270	Drosophila mimica	822	Drosophila mimica (strain 15292-2561.1) alcohol dehydrogenase gene, partial cds.
U64540	7237	Drosophila pseudoobscura	3475	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS296 allele, complete cds.
U64552	7237	Drosophila pseudoobscura	3490	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS336 allele, complete cds.
AF136685	95109	Drosophila americana americana	884	Drosophila americana americana G96.36Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136691	95109	Drosophila americana americana	884	Drosophila americana americana G96.10Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459769	137354	Drosophila barbarae	290	Drosophila barbarae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459770	46829	Drosophila birchii	290	Drosophila birchii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AB669846	73917	Drosophila seguyi	835	Drosophila seguyi Adh gene for alcohol dehydrogenase, partial cds, strain: K59.
AB669854	60717	Drosophila punjabiensis	836	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: NHO122.
EF560578	306030	Drosophila viracochi	624	Drosophila viracochi pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.
U64541	7237	Drosophila pseudoobscura	3500	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS301 allele, complete cds.
AF459779	137072	Drosophila kanapiae	290	Drosophila kanapiae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF136669	95109	Drosophila americana americana	884	Drosophila americana americana G96.27X alcohol dehydrogenase (Adh) gene, partial cds.
U64525	7237	Drosophila pseudoobscura	3472	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS236 allele, complete cds.
U64534	7237	Drosophila pseudoobscura	3477	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS268 allele, complete cds.
U76472	7224	Drosophila hydei	897	Drosophila hydei strain 4 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF136679	95109	Drosophila americana americana	884	Drosophila americana americana D.am-.0Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541090	198719	Drosophila innubila	555	Drosophila innubila strain CH1_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541213	7279	Drosophila falleni	554	Drosophila falleni strain Roc_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
LC057204	1660392	Drosophila sp. 14028-0511.00	838	Drosophila sp. 14028-0511.00 Adh gene for alcohol dehydrogenase, partial cds.
AY364507	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 133 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364517	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 122 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541091	198719	Drosophila innubila	555	Drosophila innubila strain CH1_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541092	198719	Drosophila innubila	555	Drosophila innubila strain CH2_M25 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AB669860	103765	Drosophila bocki	831	Drosophila bocki Adh gene for alcohol dehydrogenase, partial cds, strain: IR2-37.
AB669867	74550	Drosophila lini	844	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: BG3146.1.
AB669884	1084936	Drosophila fengkainensis	841	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: const-MTK.
AB669893	137078	Drosophila truncata	830	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN10 D225.
AB703315	7246	Drosophila affinis	405	Drosophila affinis Adh gene for alcohol dehydrogenase, partial cds, clone: D.affinis.
AH011593	29029	Drosophila eugracilis	566	Drosophila eugracilis strain 4026-0451.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340282	40366	Drosophila americana	881	Drosophila americana pop-variant DN01.02X alcohol dehydrogenase (Adh) gene, partial cds.
AY364496	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364498	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364518	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 154 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541098	198719	Drosophila innubila	555	Drosophila innubila strain CH3_M78 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541099	198719	Drosophila innubila	555	Drosophila innubila strain CH4_M1 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
EF216310	426742	Drosophila dianensis	429	Drosophila dianensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
M60989	46244	Drosophila pseudoobscura bogotana	3479	Drosophila pseudoobscura (subsp. bogotana, strain BOGER) alcohol dehydrogenase (adh) gene, complete cds.
AY541094	198719	Drosophila innubila	522	Drosophila innubila strain CH2_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
X54813	7216	Drosophila ambigua	4185	D.ambigua gene for alcohol dehydrogenase (ADH) (EC 1.1.1.1)
AY340281	40366	Drosophila americana	881	Drosophila americana pop-variant DN01.01X alcohol dehydrogenase (Adh) gene, partial cds.
KJ767241	7240	Drosophila simulans	868	Drosophila simulans strain 14021-0251.167 alcohol dehydrogenase (Adh) gene, partial cds.
LC057199	94114	Drosophila trilutea	831	Drosophila trilutea Adh gene for alcohol dehydrogenase, partial cds, strain: VT05-ST.
AY874375	7241	Drosophila subobscura	1406	Drosophila subobscura strain line 36 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY874363	7241	Drosophila subobscura	1425	Drosophila subobscura strain line 3a alcohol dehydrogenase (Adh-Twain) gene, partial cds.
U76482	7231	Drosophila mulleri	902	Drosophila mulleri strain -1371.19 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY154850	7263	Drosophila arizonae	878	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154861	7263	Drosophila arizonae	880	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB669842	114631	Drosophila greeni	830	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0712.00.
AY044126	7291	Drosophila albomicans	725	Drosophila albomicans alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
LC057198	29030	Drosophila takahashii	830	Drosophila takahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0311.06.
M17834	7227	Drosophila melanogaster	2769	D.melanogaster (strain Fr-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
M17837	7227	Drosophila melanogaster	7242	D.melanogaster (strain Ja-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AB932668	133991	Drosophila polymorpha	833	Drosophila polymorpha Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2231.00.
AB932670	95624	Drosophila quinaria	851	Drosophila quinaria Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701-1.
AY044122	157053	Drosophila annulipes	722	Drosophila annulipes alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154847	7263	Drosophila arizonae	878	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154855	7263	Drosophila arizonae	880	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154857	7263	Drosophila arizonae	880	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154860	7263	Drosophila arizonae	880	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154869	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
M17831	7227	Drosophila melanogaster	2726	D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
M60990	46244	Drosophila pseudoobscura bogotana	3472	Drosophila pseudoobscura bogotana strain BOG 3389.1 alcohol dehydrogenase (adh) gene, complete cds.
AB669862	61426	Drosophila diplacantha	829	Drosophila diplacantha Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0586.00.
DQ471609	381457	Drosophila cf. cheda BCW-2006	711	Drosophila cf. cheda BCW-2006 strain 241 alcohol dehydrogenase (Adh) gene, partial cds.
AB669885	137072	Drosophila kanapiae	838	Drosophila kanapiae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0541.00.
AF067282	77129	Drosophila helvetica	437	Drosophila helvetica alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AF045115	30047	Drosophila sturtevanti	405	Drosophila sturtevanti strain 14043-0871.2 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045122	72470	Drosophila lusaltans	405	Drosophila lusaltans strain 14045-0891.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154829	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154838	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154870	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY165517	40366	Drosophila americana	743	Drosophila americana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AY754433	7246	Drosophila affinis	740	Drosophila affinis alcohol dehydrogenase-like protein (Adh-r) gene, exons 2, 3 and partial cds.
AF348882	67534	Drosophila triauraria	667	Drosophila triauraria strain WWJ alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF348883	67532	Drosophila quadraria	667	Drosophila quadraria strain NIG alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
CK131244	7227	Drosophila melanogaster	503	GH25181.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH25181 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.
AB194414	186283	Drosophila parabipectinata	17499	Drosophila parabipectinata osp, siren1, siren2, Adh, Adhr genes for hypothetical proteins, alcohol dehydrogenase, hypothetical protein, partial and complete cds.
CV850204	7245	Drosophila yakuba	193	zaa68d07.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV784997	7245	Drosophila yakuba	542	zaa07e12.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV043184	7240	Drosophila simulans	393	dba16c04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADH_DROSI P07163 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV528161	7240	Drosophila simulans	384	dba57a04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADHX_DROME P46415 ALCOHOL DEHYDROGENASE CLASS III , mRNA sequence.
AY695386	133981	Drosophila cardini	1133	Drosophila cardini alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
BG632098	7227	Drosophila melanogaster	798	GH03334.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03334 3 similar to CG4796: FBan0004796 'alcohol dehydrogenase, iron-dependent' located on: 3R 86D6-86D7 : 04/10/2001, mRNA sequence.
BF486174	7227	Drosophila melanogaster	816	AT20387.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT20387 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
BI608471	7227	Drosophila melanogaster	530	RH13023.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH13023 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/16/2001, mRNA sequence.
